dim,fid,basic.dim,basic.observations,basic.objective_min,basic.objective_max,basic.cells_total,basic.cells_filled,cm_angle.dist_ctr2best.mean,cm_angle.dist_ctr2best.sd,cm_angle.dist_ctr2worst.mean,cm_angle.dist_ctr2worst.sd,cm_angle.angle.mean,cm_angle.angle.sd,cm_angle.y_ratio_best2worst.mean,cm_angle.y_ratio_best2worst.sd,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_conv.conv_prob,ela_conv.lin_prob,ela_conv.lin_dev.orig,ela_conv.lin_dev.abs,ela_curv.grad_norm.min,ela_curv.grad_norm.lq,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.uq,ela_curv.grad_norm.max,ela_curv.grad_norm.sd,ela_curv.grad_scale.nas,ela_curv.hessian_cond.nas,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_local.best2mean_contr.orig,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_local.fun_evals.min,ela_local.fun_evals.lq,ela_local.fun_evals.mean,ela_local.fun_evals.median,ela_local.fun_evals.uq,ela_local.fun_evals.max,ela_local.fun_evals.sd,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h.max,ic.eps.s,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
5,3,5,250,126.13757387064828,6064.923713329628,243,179,8.013276626648903,2.2546402202730444,8.14977192393614,2.295423432151135,8.74617154509617,14.799275499572628,0.05839124092743991,0.16736234285789828,0.5651446761320883,0.605117062114555,0.6829659031363178,0.8050872403560092,0.5093779322119418,0.591766821885918,0.6609843091081399,0.7968984607299618,-3.8334415858391178,-3.4810673631954847,-2.794795474127266,-1.7182419931850674,-4.341287228907774,-3.612266139094027,-2.9997926834060777,-1.7971513645517856,0.929,0,-337.5030455538512,338.4381433818555,62.54904064073825,208.1717982581748,752.3073315317934,300.99704135628826,780.5698084606433,4099.844590626719,888.1433660183433,0,0,1.4274614073821172,0.6381636587207424,11,0.092,0.072,0.072,1.3,1.2105263157894737,1.0555555555555556,0.124,0.096,0.084,1.375,1.5714285714285714,1,0.104,0.088,0.088,1.090909090909091,0.9583333333333331,225,0.9,0.405930234332896,0.004,0.00444642857142857,0.004,99,209,275.572,242,319,748,100.211850215904,0.5980978922911446,1167.2880056755698,7.282635219414082,379.6523114409944,32.82799411438241,0.5854966940005566,0.9656887851184066,59.248424910778674,0.986868643305742,0.7616778943093414,3.148148148148149,1.686686686686687,0.532258064516129,0.7048363220386482,0.9556780220992672,0.5284626919286345,0.0762608273953483,-0.36099518010081955,1,1,0.16666666666666666,0.8333333333333334,0.22752015221847527,0.22758728582038049,0.999982083014957,0.3010716935662351
10,3,10,500,217.50188711534705,5215.597760012074,59049,499,12.982629901511531,2.254857723233325,12.984658798966864,2.2552231792811273,0.04637828510131188,1.036012412638162,2.011328891319537e-4,0.00449296840698805,0.6820159263419107,0.76487553633648,0.8034999145133495,0.8816322681101013,0.6653236363875505,0.7769345975126685,0.8018904685790784,0.8854097306310801,-4.027956950976391,-2.9783605413408356,-2.4890991429163787,-1.4993836733781905,-4.255537590669276,-2.836361657621703,-2.5190382402022937,-1.4570589735134103,0.976,0,-353.0748128166523,353.48727945138614,141.65889123850846,346.81717943197873,696.131610913367,479.872559330171,847.9089149457759,3042.659048701341,532.1433093618649,0,0,1.1364392111945083,0.7048506730509199,3,0.096,0.082,0.102,1.1428571428571428,1.0754716981132075,0.888888888888889,0.194,0.13,0.134,1.2884615384615383,1.2125,0.9701492537313432,0.196,0.18,0.188,1.0533333333333337,0.9200000000000002,450,0.9,0.33645581532968916,0.002,0.00222271714922049,0.002,294,672,814.968,777,945,1743,225.15392858912816,0.5540548127602958,1240.2168664135968,2.7401081178222,201.1411971198255,24.986778610984015,0.5622631969203107,0.9345697588317649,111.05379455078508,0.974077179335212,0.8152562186284852,2.7477477477477477,1.826826826826827,0.5602409638554217,0.21687753957210323,0.9474110544809728,0.2062929272282192,0.08817473995866344,-0.3984533864496905,0.9,0.9,0.09090909090909093,0.8181818181818182,0.1453218899110827,0.1453287361576889,0.999900558076526,0.1647422052363719
2,4,2,100,89.8009902032719,805.5035992575197,9,9,1.5125146887819405,0.32074229489011374,1.7270616383485962,0.1921165333029257,143.2435876733553,22.95241059308903,0.35519882324139024,0.28329096749701616,0.26270902502228943,0.3205009261422391,0.3763363759015887,0.5562824026488825,0.26828817157512225,0.3062503460468787,0.3493592909963666,0.529950466581927,-3.879323365757413,-3.5752460340459535,-3.281462748694377,-2.334660400873574,-3.76990674235373,-3.574319009675473,-3.3522142193638658,-2.421777039039553,0.859,0,-68.40887908803661,70.82523889535244,18.32326837667349,74.28256484259035,221.5991628200844,133.6212126279787,245.77399761758576,1425.5469709876895,257.1248865276617,0,0,1.3468619524881875,1.877124133436019,5,0.1,0.1,0.08,1,1.25,1.25,0.29000000000000004,0.16,0.13,1.8125,2.3846153846153846,1.1538461538461535,0.25,0.14,0.19,1.3157894736842106,0.8421052631578947,90,0.9,0.5929314329747395,0.01,0.01112359550561797,0.01,10,55,99.4,77.5,121.25,375,69.6365020965472,0.4355809101759939,261.017120611471,21.736733809600544,36.377357838977936,1.5067660734428652,0.4458027132547088,0.8198602437780296,1.5434328254996623,0.9460393104331348,0.7522513612885711,2.6276276276276276,1.606606606606607,0.41836734693877553,0.7336930370567722,0.8773843119653782,0.4983104765121936,0.1790606908251635,-0.3389259939382157,1,1,0.3333333333333333,1,0.5060990948355608,0.506091976866185,0.9996566026685664,0.5544001274571063
3,4,3,150,93.12504458579252,9661.106778623836,27,27,1.6968095150490576,0.3892344453642094,1.6978660770537832,0.3978128908377663,117.93694232512534,30.716083891997695,0.2738392616449119,0.34931659050805447,0.4566937915558495,0.4863209053752924,0.6064830653443465,0.7208254440334724,0.4739109601554371,0.45737997452281653,0.568643495135371,0.6901897864132367,-3.6133190823796784,-3.416280627718559,-2.61712865991848,-1.856681802472763,-3.503469953275113,-3.6135574234094854,-2.8726022393272186,-2.0631693350609694,0.906,0,-666.3263545745389,671.3152509564912,32.39538733570407,147.2538084715923,1312.4648371011533,259.4529916918666,1172.218167185823,10015.390748394124,2136.17608485204,0,0,2.210716652724555,3.638905309937501,9,0.1,0.1,0.1,1,1.0624999999999998,0.9285714285714286,0.29333333333333333,0.16,0.14,1.8333333333333333,2.1904761904761907,1.1304347826086958,0.32,0.16666666666666666,0.14,1.411764705882353,1,135,0.9,0.4296082314036068,0.00666666666666666,0.00741293532338308,0.00666666666666666,56,98,180.36666666666667,129.5,196,791,124.7611229815052,0.39769870942102215,1327.2563735010183,14.475050895140514,527.7122989644706,31.91278883568011,0.38537373827508337,0.8119089513988077,59.37381841075382,0.9644283074424224,0.7618780555223342,3.568568568568569,1.866866866866867,0.5,0.8027090626673253,0.9230783050437934,0.4567039786480699,0.13220017319695512,-0.269527448438968,1,1,0.25,0.75,0.3559097188228073,0.35588578392612635,0.9999961223401386,0.4124086062968611
5,4,5,250,152.0988230639922,8113.396417027748,243,179,7.986618030251918,2.27286234359749,8.166698818703008,2.2738138728249786,8.769046559485359,14.860951711976677,0.06003289911335758,0.16163634319665524,0.5130568754513284,0.6310444634776204,0.6872947031275609,0.794158877042033,0.46725224176331315,0.6153168708069691,0.6611722755427955,0.7893766752332115,-4.292618535700207,-3.252505878162115,-2.756635191862326,-1.814580338592287,-4.714037934513122,-3.4038826738291146,-2.9981294555657314,-1.86370815736554,0.953,0,-566.6987338651734,568.3217960613589,67.53229277372373,222.39531133981353,1230.857979311499,384.7636909275705,1592.8622789220617,9222.483921707208,1669.0809805864844,0,0,2.0432395793035973,4.232061073131188,10,0.1,0.088,0.092,1.272727272727273,1.0869565217391306,0.857142857142857,0.268,0.17600000000000002,0.168,1.4772727272727275,1.5227272727272727,1,0.32,0.208,0.216,1.4074074074074074,0.983050847457627,225,0.9,0.3236921027493145,0.004,0.00444642857142857,0.004,132,231,385.22,308,484,1221,211.160352285911,0.31310875229193535,1066.1098173713367,8.608388911389602,286.7890937947653,21.21014360667783,0.3093061351101831,0.7446285014832985,22.633130475025222,0.921911401606994,0.7902523352528259,3.308308308308309,2.2672672672672673,0.5524193548387096,0.706475422025119,0.952477138550418,0.5020849448907646,0.08059990470584799,-0.3519241258576023,1,1,0.16666666666666666,0.8333333333333334,0.22752015221847527,0.22758728582038049,0.999987238406415,0.26106620957562304
10,4,10,500,324.71057094517437,16220.186617473562,59049,499,12.982629901511531,2.254857723233325,12.984658798966864,2.2552231792811273,0.04637828510131191,1.036012412638163,2.0192071121888364e-4,0.00451056701933922,0.6688396234148964,0.7163234319544659,0.7605929848558232,0.8412440599243987,0.6818519930561445,0.7054336704526777,0.7594224683957921,0.8413515487619843,-4.194863363465792,-3.5933780926297274,-3.0326083305649387,-2.0109877987911045,-4.045373232613084,-3.745523211748779,-3.059035057515036,-2.0172755573699064,0.984,0,-1086.566635116514,1087.5935988172052,164.68693251477794,358.48119865924684,1906.220669285951,1077.402082607452,3057.580332423476,9352.602756261713,1765.36126498622,0,0,1.4377414480667443,1.4125983469764316,11,0.102,0.094,0.106,1.0625,0.962962962962963,0.9230769230769232,0.228,0.16,0.2,1.375,1.1428571428571428,0.7999999999999999,0.214,0.162,0.176,1.2650602409638554,0.9081632653061223,450,0.9,0.29646906517589355,0.002,0.00222271714922049,0.002,273,651,1167.306,976.5,1533,3591,667.2164836363623,0.5678688625689067,2867.564674737575,19.20297320988544,794.7096451450719,42.3434619062777,0.5675049388127181,0.9130741993887064,113.34839889200998,0.9676386740214488,0.7640922159537885,3.228228228228229,2.3273273273273274,0.5682730923694779,0.2243058822237803,0.947638680015744,0.24421437686208045,0.08628231061620738,-0.36040307852342657,0.9,0.9,0.09090909090909093,0.8181818181818182,0.1453218899110827,0.1453287361576889,0.9999921116388284,0.16114786566669304
2,5,2,100,69.14461441698018,174.36653023980557,9,9,1.679908224699713,0.2397210607320983,1.679908224699713,0.17587756994348896,143.64448133984283,15.633118353625756,0.28567790572154805,0.02120095720252458,0.34078129194574813,0.7072500722875068,0.6592682370333685,0.6996472927212821,0.3480184577418898,0.6914764823403732,0.5999648586546922,0.6171678356021002,-3.468539049154353,-1.5403303084419306,-1.7927910884466347,-1.580333022996859,-3.359122425750669,-1.5895668816827508,-2.0610507004957266,-1.972417967959208,0,1,-1.9917401061775306e-16,5.9259264162392345e-15,10.0498755956173,10.049875620947043,10.04987562103733,10.049875621139703,10.04987562130103,10.049875632638372,2.862065788994018e-9,0,0.16,-0.01142214440148911,-1.2064781171463457,2,0.07,0.03,0.07,2.6666666666666665,1.1428571428571428,0.42857142857142855,0.05,0.02,0.03,2,1.6666666666666663,0.7999999999999999,0.03,0.02,0.02,0.6666666666666666,0.6666666666666666,2,0.02,1,0.5,0,0.5,10,20,20.3,20,25,30,4.949237263957902,1,121.71,1.0000000000000002,9.999999999999996,9.999999999999991,1,1,2.0870585698646917,1,0.782761507622718,1.0060060060060056,0.8458458458458455,0.3775510204081632,0.49250184756711257,0.8565341448838013,0.4476860085397564,0.1847640075735743,-0.2396819961836295,1,1,0.3333333333333333,0.6666666666666666,0.5060990948355608,0.506091976866185,0.9903279071235768,0.6675658358823102
3,5,3,150,72.01854463378223,199.94339550666376,27,27,1.7744196048155398,0.38099303374329024,1.7744196048155398,0.40247709943691634,126.6436927360225,33.67601512271414,0.21191709635382217,0.05606319089618092,0.6055981628837651,0.6128040983500485,0.6717539351816065,0.8060896205756476,0.6288186182729935,0.5842617292914278,0.6621367607536089,0.7706601747465684,-2.623013803318589,-2.575089918551506,-2.1830373945492276,-1.2896228008363009,-2.471868295298316,-2.7685932029383844,-2.249987392563175,-1.5272798443057445,0,1,1.4210854715202005e-15,6.963318810448982e-15,10.535653729568166,10.535653752602796,10.535653752801192,10.535653752864302,10.535653753010356,10.535653755652836,2.1257568446752222e-9,0,0.10666666666666667,-0.01000538686114658,-0.9725616668343796,1,0.04666666666666667,0.02666666666666666,0.05333333333333334,1.8,1,0.49999999999999994,0.04666666666666667,0.03333333333333333,0.05333333333333334,1.4,0.8,0.5555555555555556,0.03333333333333333,0.04,0.04,1,1,2,0.01333333333333333,1,0.5,0,0.5,14,21,29.586666666666662,28,35,49,8.174068234293216,1,137.52138830084192,1.0000000000000009,10.000000000000002,10,1,1,2.947782542584278,1,0.7880767116119867,1.0260260260260257,0.6256256256256254,0.4527027027027027,0.6745529055258274,0.9108180827883178,0.49740889671475214,0.13998301600410248,-0.29475383097175034,1,1,0.25,0.75,0.3559097188228073,0.35588578392612635,0.9811490740800972,0.49113809051526885
5,5,5,250,88.27708334485848,257.31875940107216,243,179,8.051291740568605,2.2520382252087834,8.105272053312046,2.294845978688509,8.824786916826103,14.902318978978313,0.03753949489709616,0.06217127194102013,0.6613651631408817,0.7223013469668018,0.7610063337665721,0.869657980589827,0.6198476956464927,0.7222021669532296,0.7460014273582675,0.8650294183238708,-2.9852155298066476,-2.448036177642215,-2.1068346381098113,-1.149022422319426,-3.36379150528278,-2.458104239504313,-2.247515617350297,-1.194292105837265,0,1,-1.1057821325266559e-16,8.441247700829991e-15,12.074148170695578,12.074148179294967,12.07414817972907,12.074148179578536,12.074148179865448,12.074148230256007,4.067612059748986e-9,0,0.064,0.00633877863042091,-0.656141270378332,1,0.052,0.044,0.052,1.181818181818182,1,0.8666666666666667,0.024,0.036,0.052,0.6666666666666667,0.5,0.7499999999999999,0.052,0.052,0.04,1.181818181818182,1.2857142857142858,2,0.008,1,0.5,0,0.5,22,33,48.136,44,55,88,15.318626087899776,1,174.5298516105539,0.9999999999999986,10,10.000000000000012,1,1,2.5869321041734765,1,0.8286315856534484,1.0460460460460457,0.6456456456456454,0.4798387096774194,0.5104651177350837,0.937823940942837,0.4658982945798879,0.09383468071729606,-0.38845618173524776,1,1,0.16666666666666666,0.8333333333333334,0.22752015221847527,0.22758728582038049,0.9739914911227986,0.3363250511937198
10,5,10,500,144.1454645605811,404.8328990715487,59049,499,12.984658798966864,2.2552231792811273,12.982629901511531,2.254857723233325,0.04637828510131188,1.036012412638162,1.9751206740108e-4,0.00441208537629943,0.8684980502877173,0.8771681738946662,0.9048300133744528,0.9374203090917812,0.8721956171654027,0.8724316156582934,0.9088015590742876,0.9347115622574188,-1.665756986873742,-1.5559310945053555,-1.2055339902491102,-0.7927073141869005,-1.62508146537267,-1.6220806545385926,-1.1596229544886931,-0.8301673833511494,0,1,-5.684341886080803e-16,3.8312464312184604e-14,15.753770361312178,15.753770684901216,15.753770685781932,15.75377068575516,15.753770686549936,15.753770826022688,1.7946041729180962e-8,0,0.02,0.11124344574926805,-0.434995011472608,1,0.05,0.054,0.05,0.8666666666666666,1.037037037037037,1.1851851851851851,0.038,0.064,0.06,0.6875,0.7499999999999999,1.0555555555555556,0.036,0.054,0.052,0.6923076923076923,1.1153846153846154,2,0.004,1,0.5,0,0.5,63,63,84.798,84,105,189,28.500022782397817,1,271.05763060936044,1.0000000000000036,10.000000000000016,9.99999999999998,1,1,14.980839730171876,1,0.838533394541735,1.0860860860860857,0.5855855855855854,0.5281124497991968,0.15098967714865938,0.9223046232146684,0.2079201051658134,0.11474469406822375,-0.40376666907482145,0.9,0.9,0.09090909090909093,0.8181818181818182,0.1453218899110827,0.1453287361576889,0.9637708420358496,0.18587475171208376
2,6,2,100,39.99803488606525,1049291.182255709,9,9,1.5582916528871795,0.4409265661145044,1.7098364261840966,0.16119011987263213,135.81068059089142,37.545742317202865,0.23265001273719207,0.26657914353582907,0.21854571435913747,0.27354052258685324,0.39651117177259726,0.6549701670041583,0.2231869655258978,0.2447636913067921,0.34572906295248496,0.5969658072530607,-4.111692632138231,-3.8223324584841656,-3.175311229581918,-1.8154057739071212,-4.0022760087345475,-3.891108960670814,-3.3709177863246067,-2.0765023354980117,0.923,0,-38187.527371710574,39102.869538291256,4.535138881815498,40.53677739891485,65610.5551020133,31835.051488582765,109941.183605745,390906.07052976126,85202.6372099846,0,0,1.5653361346107544,2.043746456926752,9,0.1,0.06,0.05,1.6666666666666663,2,1.6,0.21,0.09000000000000001,0.06,1.8000000000000005,1.5,1,0.06,0.06,0.05,1.2,1.2,90,0.9,0.9982762697758876,0.01,0.01112359550561797,0.01,245,473.75,577,557.5,660,1035,161.7548962617406,0.6818236156131665,135569.12908569167,36103.80648874172,48813.28537809182,2.0761696434581625,0.854842049962947,0.8526363148265301,4.854259010268291,0.9936936699766968,0.6797860864073668,5.53053053053053,4.1691691691691695,0.42857142857142855,0.8115611672226368,0.8864430029778113,0.5634444363366314,0.16800177131173072,-0.20003570340417848,1,1,0.3333333333333333,0.6666666666666666,0.5060990948355608,0.506091976866185,0.9999999997605422,0.6127942272946086
3,6,3,150,45.19447505826989,570134.3548661674,27,27,1.670750228734862,0.3865653547262344,1.8266413183946169,0.3457784602858161,122.0238730190655,28.86548214223961,0.21768502124001704,0.1904941610036027,0.4350545155129278,0.4514651014496785,0.5575062889339184,0.7124994526953955,0.3818386475067315,0.4342543852586731,0.5203035292887769,0.6946374359857039,-3.757233522964998,-3.6480930743621753,-2.9428542232320716,-1.912054744865144,-4.116622017778489,-3.7675614056301487,-3.1945204034766292,-2.033550381880649,0.928,0,-31322.51421788831,31856.528574483924,6.858618559874751,14950.324014701702,57631.98262990827,50954.29367570767,79198.67051230314,296402.0462244234,48590.054954960535,0,0,1.509315655440677,2.4240429049049217,7,0.09333333333333334,0.06666666666666667,0.06666666666666667,1.3,1.6,1.1666666666666667,0.18,0.10666666666666667,0.12666666666666668,1.6874999999999998,1.857142857142857,1.1111111111111112,0.14666666666666667,0.10666666666666666,0.1,1.5714285714285714,1.1111111111111112,135,0.9,0.999431837603336,0.00666666666666666,0.00741293532338308,0.00666666666666666,357,861,1088.36,1025.5,1265.25,2086,299.57592368082084,0.6341889786556527,141454.08902630128,4126.4554272490095,35913.806935716166,4.689824646624908,0.7436465666066068,0.7334564952944675,6.971986896713521,0.9844181496244968,0.6963465004172213,5.11011011011011,4.069069069069069,0.47297297297297297,0.7873126114530105,0.9207159556800316,0.4640666885128581,0.13559338711725946,-0.2879375118377812,1,1,0.25,0.75,0.3559097188228073,0.35588578392612635,0.9999999990937196,0.4618429016756927
5,6,5,250,89.67005295761773,1464441.779152878,243,179,8.030176517927911,2.292310936934584,8.128333828568264,2.268536024822475,8.76403559038678,14.815364330088231,0.03452829635849822,0.06894693265108576,0.5426633863657397,0.6517550430928609,0.7200358743118888,0.8201875016659835,0.533512762113125,0.62766290853879525,0.7044738179151555,0.8020939142145787,-4.03162407634439,-3.069932979070714,-2.468007318870701,-1.5851265258433918,-4.127729307850032,-3.2946383094766656,-2.614974181403987,-1.7511792052421988,0.951,0,-61927.20216388562,62217.37913324774,21.763516051457128,54063.86966330846,100067.32371686392,84237.11625849575,131285.8655596971,449851.4946024955,92022.97266465216,0,0,0.7338233858451372,-0.11989839617131182,5,0.068,0.052,0.06,1.6428571428571428,1.2105263157894737,0.736842105263158,0.084,0.076,0.08,1.1363636363636365,1.5454545454545456,0.9090909090909092,0.12,0.08,0.084,1.2,0.9047619047619048,225,0.9,0.999291524845944,0.008,0.00442857142857142,0.004,572,1806.75,2380.488,2277,2901.25,4565,816.7411888562357,0.7396694726656152,322243.8659606932,11868.181724588696,53262.537822283266,5.781528102373973,0.9111428522589248,0.8185694615025614,2.650993308402371,0.9821267791073548,0.7929333482831185,5.19019019019019,4.56956956956957,0.5,0.6847418558158292,0.949684916472301,0.5432387793029679,0.07855890669047175,-0.373337843731527,1,1,0.16666666666666666,0.8333333333333334,0.22752015221847527,0.22758728582038049,0.999999999553954,0.32698595531302327
10,6,10,500,966.3155492639456,1964956.9662465744,59049,499,12.982629901511531,2.254857723233325,12.984658798966864,2.2552231792811273,0.04637828510131188,1.036012412638162,1.4977082005540414e-4,0.00334562669338556,0.6691822888210781,0.772867008280474,0.8283942491592405,0.8840702278437641,0.6697726053511232,0.778803003402849,0.8218673931362918,0.8822857684168584,-4.190522763986044,-2.8771312420396544,-2.173758480966537,-1.468501633462045,-4.198967253703,-2.812604164219813,-2.2650240263463406,-1.4967813443762823,0.966,0,-113887.30781243429,114814.63278762795,70.0154952115029,61995.95937405364,143662.39339946274,110351.228663138,205198.24194996103,394812.0561848672,95553.6804550422,0,0,0.6808062542660669,0.3390658522439969,6,0.07200000000000001,0.062,0.07,1.2,1.032258064516129,0.8571428571428571,0.136,0.12,0.124,1.1724137931034484,1.1333333333333335,0.9666666666666668,0.154,0.134,0.134,0.9411764705882352,1,450,0.9,0.9984147339479102,0.056,0.00210244988864142,0.002,1491,6105.75,7106.862,7266,8048.25,10836,1674.4897266610467,0.8029841491541496,638233.9767570682,1700.5132099354946,54217.87004165044,44.123153937271375,0.8776070682915377,0.8723279763263305,3.6384513947731816,0.9520226658233908,0.8385776174125275,5.07007007007007,4.54954954954955,0.5602409638554217,0.20359847325628655,0.9468058563680852,0.21974416938361532,0.09081511490662796,-0.4011715250249123,0.9,0.9,0.09090909090909093,0.8181818181818182,0.1453218899110827,0.1453287361576889,0.9999999994207016,0.1801728833043588
2,7,2,100,35.57500601944842,2012.0593290015709,9,9,1.5160054882561342,0.4449487507655701,1.7103991927798228,0.2376888599758266,156.17357437456982,21.317003497362773,0.26622796050249,0.19484899480829165,0.47466512941749806,0.5591226495911524,0.6186325808876902,0.7088495431348161,0.48474558371599386,0.521580453526895,0.561605192091218,0.6321241610059511,-2.76409708983547,-2.3197161838661677,-2.006599280488561,-1.5319145474447176,-2.654680466431787,-2.4649008036473763,-2.258686381640014,-1.8953603753517616,0.822,0,-128.56338134900017,135.19100635929698,0,0,0,0,0,0,0,1,1,1.4772465819624354,1.278897742153129,5,0.1,0.07,0.09000000000000001,1.4285714285714286,1.111111111111111,0.7777777777777778,0.24,0.08,0.1,1.7857142857142856,1.923076923076923,1,0.06,0.08,0.09000000000000001,1.2,1.222222222222222,90,0.9,0.05522711689067149,0.01,0.01112359550561797,0.01,5,5,5.1,5,5,15,1,0.7160795842608008,466.9768541936378,92.28192957836906,106.79861971346048,1.1573080472137651,0.8952409900870157,0.8096069178310131,1.2435084768593745,0.9952141131497224,0.6914071715320521,2.7277277277277276,2.1271271271271273,0.42857142857142855,0.5838222396639928,0.8454002910057357,0.22470059977457535,0.2024139710920756,-0.22023600521316397,1,1,0.3333333333333333,0.6666666666666666,0.5060990948355608,0.506091976866185,0.9999537832437644,0.62087831700366225
3,7,3,150,41.19287473636459,2934.4140296245996,27,27,1.7146027208622003,0.34930070567706833,1.7123401027019765,0.4299257852573539,119.56468966271186,27.82519811840617,0.21912491679011745,0.14940458014067662,0.5806003191110223,0.615971609742936,0.723074474640073,0.7809649180131619,0.5743596196641989,0.528917241460538,0.6672607574729309,0.7553017309931529,-2.789264776560841,-2.554024027564634,-1.841724371319974,-1.4567174627362949,-2.8345359254160907,-3.1371577148548684,-2.2158643312803763,-1.6295588163882178,0.861,0,-141.79819692404723,151.99490667564112,0,0,0,0,0,0,0,1,1,1.3211466960040346,1.401861623567835,5,0.10666666666666666,0.07333333333333333,0.09333333333333334,1.4545454545454544,1.2,0.7999999999999999,0.26666666666666666,0.13333333333333333,0.11333333333333334,2,2.5882352941176467,1.1176470588235294,0.24,0.07333333333333333,0.08,2.857142857142857,1,135,0.9,0.05740826429291306,0.00666666666666666,0.00741293532338308,0.00666666666666666,7,7,7.14,7,7,28,1.7146428199482249,0.4314128125672364,557.0025480977482,21.04749076751883,117.1203643982224,7.888835202551336,0.8006635311186242,0.8046631138926548,11.035930063320524,0.996238524256042,0.7383876372553959,2.7077077077077076,1.9869869869869872,0.44594594594594594,0.6883327477604797,0.9143987920897724,0.41098601105386273,0.13978754894801096,-0.3199361317883038,1,1,0.25,0.75,0.3559097188228073,0.35588578392612635,0.9999329868897976,0.4235048090195964
5,7,5,250,62.11961038734434,3256.016769485119,243,179,7.976683313185879,2.2445006719605973,8.183802052191481,2.311007269336136,8.68931949638853,14.769452506131008,0.03799124564396541,0.07691763942305589,0.8633451491779589,0.6985673596518406,0.7485669827301318,0.8318170668852931,0.7820177262570128,0.6676804210068039,0.7490546234702142,0.8147876684051599,-1.2046728171298104,-2.6572617498662927,-2.2164930071043365,-1.482606776193342,-1.9288240852988032,-2.940541893485302,-2.2204993003959785,-1.6388580591451376,0.921,0,-143.1642846456025,146.39066568461243,0,0,791.6247446002633,0,0,197872.188903655,12514.527600245716,1,0.996,1.3123960917169977,1.7182340771882787,4,0.1,0.076,0.1,1.3157894736842106,1.1111111111111112,0.888888888888889,0.224,0.108,0.1,1.842105263157895,2.1875,1.03125,0.288,0.096,0.12,1.7999999999999998,0.8,225,0.9,0.10768456060515336,0.004,0.00444642857142857,0.004,11,11,11.704,11,11,66,4.675019489682975,0.3813503786471154,651.6331859262929,13.335838289672449,59.158680886820015,4.436067654827049,0.8125049909431384,0.6356041739464359,3.622497353222641,0.9948885364176162,0.812551962115458,2.4874874874874875,1.826826826826827,0.5201612903225806,0.5487047103763275,0.9508669963583972,0.40955767729708026,0.0860478178320616,-0.3853039771161017,1,1,0.16666666666666666,0.8333333333333334,0.22752015221847527,0.22758728582038049,0.9998487497102572,0.2778132234034831
